-0.2041	4.12281
-0.1025	4.79324
-0.2574	5.32858
-0.1066	5.31174
-0.0884	5.52121
0.0134	6.15105
0.1294	4.54539
0.0744	3.86083
0.1644	4.62856
0.2887	4.37833
0.1286	4.69053
0.5165	3.81769
0.3769	3.07568
0.0617	2.42609
0.328	1.98668
0.3508	2.02978
0.2826	1.74646
0.1278	2.19235
0.4059	2.06724
0.3425	3.57573
0.0986	2.77226
0.2409	2.91904
0.171	2.41176
0.3416	3.83161
0.5191	3.44385
0.2137	3.85178
0.4268	4.06541
0.4438	4.45293
0.2966	4.43524
0.3552	3.92381
0.438	4.48812
0.2855	3.94428
0.6114	3.9065
0.5959	4.70411
0.4248	5.11461
0.5829	5.34851
0.3489	5.0981
0.7289	5.77652
0.4786	5.57485
0.4467	5.2371
0.5232	5.12801
0.4218	6.11071
0.5639	6.34599
0.473	6.71758
0.3192	6.16751
0.5829	6.65341
0.3389	5.57905
0.3746	4.60518
0.4264	4.83596
0.2496	4.44367
0.5472	4.09073
0.4073	3.92743
0.7011	4.16427
0.5252	4.60788
0.6087	4.11709
0.5464	4.62473
0.597	5.17167
0.5948	4.24315
0.4925	4.37974
0.3623	3.63074
0.6434	3.86424
0.5897	3.46848
0.5418	3.94801
0.5124	4.23615
0.8771	5.28582
0.6519	4.72256
0.6844	5.31083
0.8682	5.4033
0.768	5.14117
0.6905	4.83292
0.3974	3.77667
0.4363	3.85157
0.4943	3.89728
0.399	4.19419
0.5609	4.26292
0.4889	3.65361
0.4105	3.68255
0.6534	2.85387
0.4853	3.71551
0.3375	3.81769
0.4504	4.52859
0.3975	4.15613
0.4578	4.38529
0.3109	3.83441
0.3971	3.78819
0.3526	3.05859
0.3083	3.68879
0.1667	3.29104
0.4202	4.12645
0.3678	4.16546
0.3623	3.69395
0.5359	4.01708
0.4515	3.96583
0.8062	4.62058
0.6535	5.44624
0.4466	4.74772
0.6939	4.19192
0.6998	4.96534
0.6618	4.85078
0.7519	4.35794
0.553	3.71787
0.5442	4.37582
0.4468	4.9562
0.8144	5.04173
0.5593	4.55804
0.5125	3.97408
0.5442	4.27822
0.3032	4.06352
0.6192	4.33855
0.7251	4.84949
0.7232	5.2808
0.4917	5.04626
0.8224	5.18918
0.7667	5.09581
0.5619	5.66096
0.4927	5.1546
0.4791	4.63364
0.6878	4.63274
0.7103	5.0638
0.7154	5.46981
0.9596	6.10411
0.7068	6.45784
0.7723	6.13171
0.6803	5.95801
0.6652	6.28007
0.7675	5.91355
0.8014	6.03468
0.6991	6.21132
0.9463	6.51751
0.788	6.94689
0.7954	6.61319
0.7731	6.24764
0.7527	6.07638
0.8468	6.52653
0.5723	6.51805
0.7122	6.26891
0.5368	6.20792
0.7743	6.04706
0.7347	5.55532
0.9289	5.88982
0.6592	5.82369
0.7102	6.35019
0.6965	5.81627
0.7507	6.47594
0.9008	6.62222
0.8331	6.92617
1.0631	6.67449
0.8536	6.86831
0.8024	6.70475
0.7719	7.30207
0.8563	7.07104
0.8936	7.25292
0.8325	5.91788
0.9281	6.24592
0.7479	6.25735
0.7075	6.78055
0.8489	6.93345
0.8544	7.19401
0.8606	7.07235
0.7567	7.0579
0.7525	6.88668
0.7836	7.05154
0.7961	6.99515
0.6489	6.16358
0.8482	6.54715
0.6987	6.74772
0.8258	6.91402
0.8674	7.11343
0.9262	7.51886
0.7401	7.58639
0.8745	7.82105
0.9231	7.24609
0.7793	7.42693
0.964	7.11704
1.076	7.55012
0.9742	7.84272
0.6563	7.68703
0.7824	6.64803
0.6644	6.77517
0.8561	6.88476
1.0342	7.67796
0.9873	7.62953
0.9115	8.16023
0.7456	7.11615
0.8329	7.97856
0.9469	7.6951
1.1399	7.82639
0.9699	9.13909
0.9714	8.62638
0.8603	8.06025
0.94	8.09236
0.9955	7.85909
0.7183	8.14039
0.9951	7.68918
0.8983	7.9887
0.8262	7.84936
1.0547	7.69886
1.0443	7.77293
0.9731	8.09469
0.9364	8.77708
0.9767	8.49017
0.9516	7.92484
0.9227	7.74934
0.7097	7.46587
1.1008	7.9622
0.921	8.74226
0.8271	9.00123
1.0677	9.29938
1.0538	9.33743
0.9601	9.29881
1.1487	9.46708
0.9447	8.92125
0.99	9.1008
1.0433	8.97117
0.9702	9.40962
0.9147	9.0822
0.9391	8.04199
0.8744	8.00859
0.894	8.59714
1.08	9.51904
1.0376	9.30043
1.1092	9.78868
0.9886	9.33036
0.9207	8.96166
0.9354	8.79305
0.7964	8.89718
0.9944	9.36138
1.1528	8.81457
0.9279	8.89323
0.9939	9.27156
1.1565	10.1024
0.9058	9.3446
1.0519	9.85227
1.0274	9.45524
1.0568	9.42488
1.1149	9.78485
0.9169	9.67319
0.8112	8.79215
0.9958	9.55453
0.8984	9.9764
1.0993	9.73971
1.3111	10.1495
0.9691	10.2107
1.2909	10.9067
1.3022	11.5333
1.0841	10.8736
1.2731	11.1163
1.145	10.4188
1.0704	9.96756
1.1983	9.63738
0.9237	10.5843
1.0649	10.3043
1.2387	11.1171
1.0406	10.3336
1.0813	10.5714
1.1229	10.1771
1.086	10.4034
1.0652	10.5786
1.1689	10.4086
1.2026	10.512
1.1051	10.7448
1.1515	10.9178
1.2008	10.5985
1.0273	10.6292
1.2225	10.4952
1.2228	11.1816
1.1059	10.9507
1.0104	10.2624
0.9473	10.0797
1.186	10.5078
1.0691	10.4967
1.1296	10.2412
0.8865	9.96923
1.0211	10.4857
1.074	10.2002
1.0652	11.1272
1.0662	11.6093
1.2719	11.2971
1.1159	11.2661
1.1849	12.0862
1.3425	12.507
1.5119	12.9692
1.3914	14.0453
1.272	13.1539
1.3376	13.7116
1.3921	13.5209
1.429	13.3248
1.329	12.777
1.1767	13.295
1.1705	12.3908
1.3174	13.1013
1.3051	13.3504
1.4354	13.7958
1.2303	13.2367
1.3937	13.4068
1.0599	13.1418
1.3278	13.3066
1.4324	14.0237
1.312	13.4761
1.0398	12.7084
1.2394	12.9475
1.1068	13.0082
1.2324	13.2029
1.1823	12.9135
1.1165	13.0348
1.3659	12.8863
1.457	13.8986
1.2859	14.6475
1.2498	14.4379
1.5511	14.4643
1.6244	15.0554
1.5073	15.5418
1.3981	15.0234
1.6106	15.4976
1.3668	14.5291
1.468	14.5491
1.5576	15.0032
1.4918	14.1651
1.5401	14.8501
1.3467	14.8981
1.6872	15.9935
1.3811	14.9857
1.4364	14.5271
1.6196	14.9602
1.4737	14.2924
1.6871	15.3448
1.7874	15.5355
1.5247	15.0107
1.5811	14.8293
1.5228	15.1555
1.6172	14.2095
1.623	14.3915
1.5409	14.5538
1.6994	15.5175
1.6296	16.2604
1.5445	15.4105
1.9595	16.1211
1.5063	15.6827
1.7409	15.9337
1.6658	16.3578
1.7233	16.5898
1.9041	16.5985
1.693	17.1206
1.9932	16.5531
1.9024	16.8227
2.029	17.0661
2.0086	16.4779
1.9076	17.1701
1.9378	16.5398
1.8506	16.4821
1.9535	16.4454
2.0398	16.4826
1.9741	16.3439
1.998	16.192
1.8731	16.6774
2.0911	16.644
1.9351	16.3105
1.9552	16.4881
2.0252	16.2987
1.9736	16.4393
1.9494	16.8514
2.268	17.3573
1.9822	18.4318
2.3507	18.2582
2.2687	18.2928
2.2029	18.6057
2.4214	18.9106
2.0026	18.0467
2.1744	17.2344
2.3654	17.2541
2.1402	17.5958
2.3657	17.5723
2.2298	17.8156
2.4934	17.9675
2.0805	17.8416
2.5451	18.521
2.3328	18.8495
2.4834	18.986
2.3522	18.8318
2.3733	19.0229
2.3974	18.5035
2.4554	18.649
2.2961	18.7143
2.6485	19.0265
2.1858	18.7415
2.5401	18.8223
2.4008	18.894
2.2713	18.5516
2.4087	18.8994
2.4506	19.2123
2.5108	19.3791
2.3817	19.5119
2.6342	19.117
2.4122	19.2262
2.4906	19.3402
2.6605	19.5467
2.8294	20.4134
2.5386	20.8785
2.6647	19.797
2.6337	19.9447
2.7527	19.419
2.5103	19.3881
2.7961	19.2306
2.6608	19.3933
2.935	19.5414
2.9698	19.5615
2.7716	19.3405
2.9136	19.4183
2.6704	18.9135
2.9358	19.6076
2.7767	19.9245
3.1638	20.1401
2.7008	19.6716
2.8409	19.3383
3.0304	19.57
2.9544	20.3745
2.9807	20.6338
2.8771	19.7569
2.9397	19.3008
2.9137	19.4653
3.0021	19.1305
3.1443	20.0748
3.1123	20.2508
3.3502	20.2819
3.1169	19.0024
3.4226	18.4532
3.4874	19.0708
3.4312	19.0957
3.3498	19.2582
3.4379	18.123
3.5	18.1383
3.176	18.3446
3.4897	17.3268
3.4838	17.2881
3.5517	17.3985
3.4757	18.0318
3.6806	17.8323
3.7561	16.898
3.6178	16.8985
3.5912	16.4762
3.9703	17.5798
3.8835	17.0781
3.6062	16.9029
4.0028	17.0368
3.7728	17.3212
3.913	16.6866
3.8126	17.6637
3.8727	17.3826
3.9205	16.9074
3.828	17.0509
4.1763	17.0592
4.0039	17.692
3.9851	18.1499
4.3103	17.7792
4.0507	17.4656
4.1778	17.0687
4.2273	17.1598
4.2165	16.8202
4.1474	16.265
4.3978	16.8562
4.165	16.7152
4.4241	17.1232
4.3622	15.8002
4.4484	15.0841
4.472	14.5604
4.4161	14.6946
4.609	14.4283
4.6378	14.7116
4.905	14.5611
4.8832	14.6639
4.7835	15.1873
5.1468	14.6068
5.1146	15.3983
5.0033	14.7143
5.2177	14.7976
5.0158	14.5422
5.0781	15.6046
5.4191	15.3487
5.3266	16.0428
5.3634	15.9317
5.3029	15.0767
5.4563	14.4885
5.4792	14.6922
5.5538	14.9342
5.6402	14.0338
5.5233	14.3099
5.3956	13.9241
5.8125	14.0145
5.5524	13.5568
5.8482	13.9557
5.85	13.7552
5.8373	13.3208
6.0998	13.2537
5.7293	13.2296
5.8716	12.5025
5.7714	11.9106
5.8282	12.1748
5.9089	12.4014
5.9745	11.4837
6.2746	12.116
6.2024	12.8193
6.4763	12.5709
6.2558	11.7429
6.3964	10.9581
6.7821	11.8251
6.727	12.2463
6.7477	11.8731
6.9919	12.0738
7.0994	12.8379
7.0485	13.0699
7.1976	11.8541
7.1629	12.1745
7.168	12.1566
7.4497	11.7166
7.8738	11.9139
7.422	11.1547
7.7886	10.5974
7.9413	10.3663
7.9586	11.0001
8.276	11.798
8.2479	11.1986
8.1805	10.543
8.1811	10.4186
8.4344	11.9411
8.2822	11.9107
8.6515	11.7626
8.2482	11.3013
8.4028	11.043
8.5732	9.92084
8.7868	10.3986
8.9442	10.9588
9.2792	10.3044
9.0786	9.62598
9.1914	10.1639
9.4425	10.1905
9.5888	10.438
9.6908	10.8523
9.8564	11.459
10.0808	11.5324
10.0713	10.4125
10.1952	10.3887
10.3418	9.89352
10.3556	9.18044
10.3431	9.06447
10.4746	9.66901
10.8476	9.49081
10.5493	7.27938
10.8046	6.7209
11.1427	6.35587
11.2892	5.51996
11.4608	4.7657
11.5705	3.95368
12.0157	4.08902
12.4388	4.31151
12.4523	5.57692
12.7564	4.00101
12.9326	3.36339
13.173	2.79754
13.6788	2.69911
13.8164	2.04783
14.2832	2.32389
14.265	0.968324
14.5461	0.751879
14.8804	0.0324051
15.1016	-1.35726
15.5328	-2.87663
15.7984	-2.91712
16.1126	-1.77234
16.4145	-1.96629
16.6053	-0.463183
16.9423	-0.536287
17.1514	-0.185911
17.4119	0.611894
17.7088	0.465379
17.7767	-0.797113
18.0781	-1.63981
18.3138	-0.838978
18.8231	0.0801823
18.9535	0.253852
19.0697	-0.479703
19.4807	-1.74002
19.5874	-1.52866
19.9733	-0.0798232
19.7293	-0.512423
19.8931	-0.251975
20.0682	-1.50866
20.0347	-0.940918
20.3053	-0.719106
20.0987	-0.824637
20.3232	0.121466
20.2067	-0.849367
20.3506	-0.607005
20.2064	0.707934
20.1339	-0.179698
