# Time-averaged data for fix stress_3
# TimeStep v_sigmayy_3
10200 4.12281
10300 4.79324
10400 5.32858
10500 5.31174
10600 5.52121
10700 6.15105
10800 4.54539
10900 3.86083
11000 4.62856
11100 4.37833
11200 4.69053
11300 3.81769
11400 3.07568
11500 2.42609
11600 1.98668
11700 2.02978
11800 1.74646
11900 2.19235
12000 2.06724
12100 3.57573
12200 2.77226
12300 2.91904
12400 2.41176
12500 3.83161
12600 3.44385
12700 3.85178
12800 4.06541
12900 4.45293
13000 4.43524
13100 3.92381
13200 4.48812
13300 3.94428
13400 3.9065
13500 4.70411
13600 5.11461
13700 5.34851
13800 5.0981
13900 5.77652
14000 5.57485
14100 5.2371
14200 5.12801
14300 6.11071
14400 6.34599
14500 6.71758
14600 6.16751
14700 6.65341
14800 5.57905
14900 4.60518
15000 4.83596
15100 4.44367
15200 4.09073
15300 3.92743
15400 4.16427
15500 4.60788
15600 4.11709
15700 4.62473
15800 5.17167
15900 4.24315
16000 4.37974
16100 3.63074
16200 3.86424
16300 3.46848
16400 3.94801
16500 4.23615
16600 5.28582
16700 4.72256
16800 5.31083
16900 5.4033
17000 5.14117
17100 4.83292
17200 3.77667
17300 3.85157
17400 3.89728
17500 4.19419
17600 4.26292
17700 3.65361
17800 3.68255
17900 2.85387
18000 3.71551
18100 3.81769
18200 4.52859
18300 4.15613
18400 4.38529
18500 3.83441
18600 3.78819
18700 3.05859
18800 3.68879
18900 3.29104
19000 4.12645
19100 4.16546
19200 3.69395
19300 4.01708
19400 3.96583
19500 4.62058
19600 5.44624
19700 4.74772
19800 4.19192
19900 4.96534
20000 4.85078
20100 4.35794
20200 3.71787
20300 4.37582
20400 4.9562
20500 5.04173
20600 4.55804
20700 3.97408
20800 4.27822
20900 4.06352
21000 4.33855
21100 4.84949
21200 5.2808
21300 5.04626
21400 5.18918
21500 5.09581
21600 5.66096
21700 5.1546
21800 4.63364
21900 4.63274
22000 5.0638
22100 5.46981
22200 6.10411
22300 6.45784
22400 6.13171
22500 5.95801
22600 6.28007
22700 5.91355
22800 6.03468
22900 6.21132
23000 6.51751
23100 6.94689
23200 6.61319
23300 6.24764
23400 6.07638
23500 6.52653
23600 6.51805
23700 6.26891
23800 6.20792
23900 6.04706
24000 5.55532
24100 5.88982
24200 5.82369
24300 6.35019
24400 5.81627
24500 6.47594
24600 6.62222
24700 6.92617
24800 6.67449
24900 6.86831
25000 6.70475
25100 7.30207
25200 7.07104
25300 7.25292
25400 5.91788
25500 6.24592
25600 6.25735
25700 6.78055
25800 6.93345
25900 7.19401
26000 7.07235
26100 7.0579
26200 6.88668
26300 7.05154
26400 6.99515
26500 6.16358
26600 6.54715
26700 6.74772
26800 6.91402
26900 7.11343
27000 7.51886
27100 7.58639
27200 7.82105
27300 7.24609
27400 7.42693
27500 7.11704
27600 7.55012
27700 7.84272
27800 7.68703
27900 6.64803
28000 6.77517
28100 6.88476
28200 7.67796
28300 7.62953
28400 8.16023
28500 7.11615
28600 7.97856
28700 7.6951
28800 7.82639
28900 9.13909
29000 8.62638
29100 8.06025
29200 8.09236
29300 7.85909
29400 8.14039
29500 7.68918
29600 7.9887
29700 7.84936
29800 7.69886
29900 7.77293
30000 8.09469
30100 8.77708
30200 8.49017
30300 7.92484
30400 7.74934
30500 7.46587
30600 7.9622
30700 8.74226
30800 9.00123
30900 9.29938
31000 9.33743
31100 9.29881
31200 9.46708
31300 8.92125
31400 9.1008
31500 8.97117
31600 9.40962
31700 9.0822
31800 8.04199
31900 8.00859
32000 8.59714
32100 9.51904
32200 9.30043
32300 9.78868
32400 9.33036
32500 8.96166
32600 8.79305
32700 8.89718
32800 9.36138
32900 8.81457
33000 8.89323
33100 9.27156
33200 10.1024
33300 9.3446
33400 9.85227
33500 9.45524
33600 9.42488
33700 9.78485
33800 9.67319
33900 8.79215
34000 9.55453
34100 9.9764
34200 9.73971
34300 10.1495
34400 10.2107
34500 10.9067
34600 11.5333
34700 10.8736
34800 11.1163
34900 10.4188
35000 9.96756
35100 9.63738
35200 10.5843
35300 10.3043
35400 11.1171
35500 10.3336
35600 10.5714
35700 10.1771
35800 10.4034
35900 10.5786
36000 10.4086
36100 10.512
36200 10.7448
36300 10.9178
36400 10.5985
36500 10.6292
36600 10.4952
36700 11.1816
36800 10.9507
36900 10.2624
37000 10.0797
37100 10.5078
37200 10.4967
37300 10.2412
37400 9.96923
37500 10.4857
37600 10.2002
37700 11.1272
37800 11.6093
37900 11.2971
38000 11.2661
38100 12.0862
38200 12.507
38300 12.9692
38400 14.0453
38500 13.1539
38600 13.7116
38700 13.5209
38800 13.3248
38900 12.777
39000 13.295
39100 12.3908
39200 13.1013
39300 13.3504
39400 13.7958
39500 13.2367
39600 13.4068
39700 13.1418
39800 13.3066
39900 14.0237
40000 13.4761
40100 12.7084
40200 12.9475
40300 13.0082
40400 13.2029
40500 12.9135
40600 13.0348
40700 12.8863
40800 13.8986
40900 14.6475
41000 14.4379
41100 14.4643
41200 15.0554
41300 15.5418
41400 15.0234
41500 15.4976
41600 14.5291
41700 14.5491
41800 15.0032
41900 14.1651
42000 14.8501
42100 14.8981
42200 15.9935
42300 14.9857
42400 14.5271
42500 14.9602
42600 14.2924
42700 15.3448
42800 15.5355
42900 15.0107
43000 14.8293
43100 15.1555
43200 14.2095
43300 14.3915
43400 14.5538
43500 15.5175
43600 16.2604
43700 15.4105
43800 16.1211
43900 15.6827
44000 15.9337
44100 16.3578
44200 16.5898
44300 16.5985
44400 17.1206
44500 16.5531
44600 16.8227
44700 17.0661
44800 16.4779
44900 17.1701
45000 16.5398
45100 16.4821
45200 16.4454
45300 16.4826
45400 16.3439
45500 16.192
45600 16.6774
45700 16.644
45800 16.3105
45900 16.4881
46000 16.2987
46100 16.4393
46200 16.8514
46300 17.3573
46400 18.4318
46500 18.2582
46600 18.2928
46700 18.6057
46800 18.9106
46900 18.0467
47000 17.2344
47100 17.2541
47200 17.5958
47300 17.5723
47400 17.8156
47500 17.9675
47600 17.8416
47700 18.521
47800 18.8495
47900 18.986
48000 18.8318
48100 19.0229
48200 18.5035
48300 18.649
48400 18.7143
48500 19.0265
48600 18.7415
48700 18.8223
48800 18.894
48900 18.5516
49000 18.8994
49100 19.2123
49200 19.3791
49300 19.5119
49400 19.117
49500 19.2262
49600 19.3402
49700 19.5467
49800 20.4134
49900 20.8785
50000 19.797
50100 19.9447
50200 19.419
50300 19.3881
50400 19.2306
50500 19.3933
50600 19.5414
50700 19.5615
50800 19.3405
50900 19.4183
51000 18.9135
51100 19.6076
51200 19.9245
51300 20.1401
51400 19.6716
51500 19.3383
51600 19.57
51700 20.3745
51800 20.6338
51900 19.7569
52000 19.3008
52100 19.4653
52200 19.1305
52300 20.0748
52400 20.2508
52500 20.2819
52600 19.0024
52700 18.4532
52800 19.0708
52900 19.0957
53000 19.2582
53100 18.123
53200 18.1383
53300 18.3446
53400 17.3268
53500 17.2881
53600 17.3985
53700 18.0318
53800 17.8323
53900 16.898
54000 16.8985
54100 16.4762
54200 17.5798
54300 17.0781
